toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,toi_created,rowupdate,ra,dec,st_tmag,st_teff,st_rad,label
284.01,277103955,FP,1.3090665,2460206.239013,2019-01-16 19:24:28,2024-09-18 10:08:02,84.254356,-66.790853,9.2927,4779.8,0.78,0
286.01,150030205,CP,4.5117295,2460980.715227,2019-05-07 17:42:37,2026-04-09 16:00:01,90.984276,-60.666335,9.1059,5245.0,0.79,1
286.02,150030205,CP,39.361947,2460155.028402,2020-03-11 15:13:21,2025-04-21 12:03:49,90.984276,-60.666335,9.1059,5245.0,0.79,1
290.01,201233610,FP,21.05271,2459097.43463,2018-10-03 02:14:37,2025-06-03 16:00:01,359.516588,-49.300838,12.9528,5736.0,1.73,0
291.01,49710555,FP,12.08837,2459109.092,2018-12-20 19:43:30,2022-10-20 16:02:02,352.16451,-10.85962,12.3035,5920.0,1.34,0
294.01,188570092,CP,7.327945,2459457.973621,2018-12-20 19:43:30,2022-09-21 10:10:02,339.02584,-17.000305,11.3875,4521.0,0.79,1
297.01,115242351,FP,5.6748327,2459093.605469,2018-12-20 19:43:30,2026-06-26 16:00:02,6.17695,-36.114458,13.1099,4871.0,1.09429,0
300.01,166697854,FP,2.75753,2458354.42965,2018-12-20 19:43:30,2021-12-06 16:02:02,35.737437,-53.070195,10.8387,5776.5,1.94,0
304.01,262530873,FP,2.24172,2458356.28606,2018-12-20 19:43:30,2021-10-29 12:59:15,20.494025,-44.416747,12.5145,6292.0,1.88,0
313.01,9102327,FP,3.2615,2458354.54332,2018-12-20 19:43:30,2021-12-06 10:10:01,350.779775,-19.41965,11.3018,5963.0,1.13,0
315.01,66356824,FP,3.55562,2459109.39216,2018-12-20 19:43:30,2022-10-20 16:02:02,12.076269,-32.119461,12.4245,5671.0,1.34,0
320.01,188593930,FP,1.46503,2458354.27607,2018-12-20 19:43:30,2021-12-06 16:02:02,345.522623,-16.360699,12.3574,5912.5,0.88,0
321.01,175476629,FP,1.14057,2458354.27156,2018-12-20 19:43:30,2021-12-06 16:02:02,350.977923,-38.225789,12.8509,5349.5,0.84,0
329.01,169765334,CP,5.7042858,2459090.797418,2018-12-20 19:43:30,2024-06-06 10:08:02,351.321095,-15.634631,10.6929,5560.5,1.61148,1
331.01,262531275,FP,2.4843369,2459141.054998,2018-12-20 19:43:30,2025-03-11 16:00:01,20.419256,-42.481783,13.0261,5608.0,1.76,0
332.01,139285832,CP,0.77685,2459062.446886,2018-12-20 19:43:30,2023-12-03 12:03:15,348.058952,-44.876485,11.5273,5190.0,0.96,1
333.01,224245334,CP,3.7852328,2459089.918368,2018-12-20 19:43:30,2025-11-19 12:03:20,353.357499,-41.171521,11.5166,6150.0,1.1289999,1
335.01,41865539,FP,1.26092,2458354.86627,2018-12-20 19:43:30,2021-12-06 16:02:02,21.32225,-39.947872,12.3571,5875.0,1.11,0
336.01,55452495,FP,17.7082945,2460108.108861,2018-10-01 16:12:38,2024-09-19 10:08:01,70.670279,-64.885209,9.9524,7859.0,2.8,0
337.01,155986102,FP,6.87168,2458360.61731,2018-12-20 19:43:30,2021-12-06 16:02:02,7.330079,-50.140052,12.0235,5446.0,1.33,0
339.01,69838258,FP,6.73069,2458354.57336,2018-12-20 19:43:30,2021-12-06 16:02:02,337.921615,-21.945702,12.0885,6048.2,1.66,0
342.01,415969574,FP,10.45776,2458362.57199,2018-12-20 19:43:30,2021-12-06 16:02:02,342.170406,-18.520467,12.8691,5800.0,,0
349.01,382474101,FP,2.6520851,2460184.497818,2018-12-20 19:43:30,2026-02-25 16:00:02,12.274291,-52.046528,10.179,6054.0,,0
357.01,220016044,FP,0.9399664,2459088.390424,2018-12-20 19:43:30,2024-09-19 10:08:01,32.321881,-48.48474,10.3987,6300.3,2.5465,0
360.01,13023738,FP,8.0635,2459104.87232,2018-12-20 19:43:30,2026-02-25 16:00:02,347.08487,-29.590446,12.2524,5657.0,1.71,0
367.01,9033144,FP,4.7150255,2460202.579344,2018-12-20 19:43:30,2023-10-16 10:08:02,349.606266,-19.823843,9.74346,5756.9,1.2,0
368.01,77031413,FP,1.38665,2459110.92156,2018-12-20 19:43:30,2022-10-20 16:02:02,354.170634,-34.611893,11.4996,5444.0,0.93,0
373.01,9032368,FP,1.632,2458355.67942,2018-12-20 19:43:30,2026-03-05 10:08:02,355.901919,-11.26957,13.2889,5997.0,1.11,0
377.01,139285736,FP,1.55028,2458326.05107,2018-12-20 19:43:30,2021-12-06 16:02:02,348.039774,-45.017093,11.9969,5039.5,0.87,0
378.01,20892672,FP,3.10926,2458356.50088,2018-12-20 19:43:30,2021-12-06 16:02:02,1.399014,-19.489511,13.105,5894.0,1.18,0
379.01,220396259,FP,0.91677,2458355.6259,2018-10-01 16:12:38,2025-09-24 16:00:02,68.891541,-56.138849,9.9124,5825.0,1.71,0
381.01,207084429,FP,4.89577,2458356.07068,2018-12-20 19:43:30,2021-12-06 16:02:02,22.757528,-51.215733,7.1995,5883.0,1.77,0
382.01,229091748,FP,0.4568,2458354.59152,2018-12-20 19:43:30,2021-12-06 16:02:02,3.797833,-46.272428,12.7226,5777.0,1.03,0
383.01,167418898,FP,10.9803025,2459367.920446,2019-01-16 19:24:30,2025-05-21 16:00:01,99.609604,-67.656396,10.2401,5951.0,1.27,0
384.01,155995204,FP,9.30734,2458357.58381,2018-12-20 19:43:30,2021-12-07 16:02:02,7.658562,-52.049331,13.5281,5819.0,1.35,0
385.01,300810086,FP,0.6680065,2460192.472902,2018-10-01 16:12:38,2024-09-19 10:08:01,116.813442,-69.030386,9.0567,5159.0,3.77,0
387.01,92359850,FP,4.155,2459167.71222,2019-01-16 19:24:30,2021-10-29 12:59:15,52.225639,-19.979808,9.65521,6270.0,1.57,0
389.01,271900960,FP,13.45913,2458330.37074,2019-01-24 19:35:19,2021-12-07 16:02:02,112.941928,-75.527552,8.2606,6457.7,1.38,0
390.01,250386181,FP,1.470258,2459138.72305,2019-02-08 20:04:48,2024-09-19 10:08:01,30.114481,-4.985686,9.89377,6321.46,1.08,0
393.01,29960109,FP,2.49221,2458411.66942,2019-01-16 19:24:30,2026-03-05 10:08:02,42.250066,-14.537646,11.2003,3450.0,0.45,0
396.01,178155732,CP,5.9739124,2459120.537697,2019-02-08 20:04:48,2021-12-02 16:02:01,42.984978,-30.814061,5.9053,6308.31,1.2845,1
396.02,178155732,CP,3.58529,2459169.27128,2019-02-08 20:04:48,2021-10-29 12:59:15,42.984978,-30.814061,5.9053,6308.31,1.28,1
396.03,178155732,CP,11.2304605,2459117.261055,2020-06-24 15:36:07,2021-12-02 16:02:01,42.984978,-30.814061,5.9053,6308.31,1.2845,1
397.01,219379012,FP,1.5464949,2459168.724537,2019-01-16 19:24:30,2024-09-09 10:08:01,76.833621,-48.115889,10.231,5973.5,1.14,0
399.01,219388773,FP,1.5716819,2458412.383444,2019-01-31 17:54:49,2024-09-19 10:08:01,77.047577,-50.858906,10.6793,4752.8,0.982066,0
401.01,259701242,FP,2.4854887,2460984.002776,2019-01-24 19:35:19,2026-04-18 10:08:02,74.466453,-53.817948,8.235,5928.0,0.96,0
402.01,120896927,CP,4.7559995,2460984.453442,2019-01-31 17:54:46,2026-04-17 16:00:02,36.867885,-27.636117,8.3157,5175.2,0.841842,1
402.02,120896927,CP,17.1796673,2460974.324328,2019-01-31 17:54:46,2026-03-03 10:08:02,36.867885,-27.636117,8.3157,5175.2,0.841842,1
405.01,176984236,FP,1.7560902,2459199.325641,2019-01-16 19:24:29,2021-12-07 16:02:02,101.909492,-66.328317,10.5683,6249.0,1.29,0
406.01,153065527,CP,13.1757294,2458388.56746,2019-05-17 18:40:33,2025-11-08 12:04:05,49.262643,-42.244149,11.2828,3349.0,0.388609,1
406.02,153065527,CP,6.614911,2458385.38837,2021-07-19 00:13:44,2025-11-08 12:04:05,49.262643,-42.244149,11.2828,3349.0,0.388609,1
408.01,176778112,FP,1.33679,2459169.52007,2019-02-08 20:04:48,2021-10-29 12:59:15,47.82774,-35.628068,9.6114,5600.0,0.98,0
409.01,167754523,FP,6.7992776,2459193.22371,2019-01-16 19:24:29,2026-03-05 10:08:02,104.181674,-60.687954,9.1536,4913.8,0.73,0
410.01,206466531,FP,1.42744,2459139.77204,2019-01-24 19:35:19,2021-12-07 16:02:02,56.815012,-52.985207,10.0081,6000.2,1.33,0
411.01,100990000,CP,9.5730787,2460970.919817,2019-05-07 17:42:36,2026-02-18 10:08:02,54.819538,-42.763028,7.757,6101.0,1.11672,1
411.02,100990000,CP,4.0403007,2460987.681578,2019-05-17 18:40:33,2026-02-18 10:08:02,54.819538,-42.763028,7.757,6101.0,1.11672,1
412.01,7624182,FP,1.1096992,2459199.670069,2019-01-31 17:54:44,2024-09-19 10:08:01,64.311488,-38.844171,8.7929,8666.0,3.13,0
414.01,325680697,FP,1.82488,2459168.84301,2019-02-08 20:04:48,2021-12-08 10:10:01,36.853585,-12.03893,9.15779,5773.74,1.23,0
416.01,49899799,FP,7.0114,2459163.41477,2019-01-16 19:24:28,2021-10-29 12:59:15,48.854393,-2.175314,8.28222,6084.8,1.82,0
417.01,339733013,FP,5.62162,2458328.37843,2019-01-16 19:24:28,2021-12-07 16:02:02,110.851802,-58.696738,10.0793,5834.2,1.27,0
419.01,279251651,FP,0.4038426,2458654.122394,2019-01-16 19:24:28,2021-12-07 16:02:02,104.153958,-59.181309,10.5886,4119.1,0.555,0
420.01,408159788,FP,2.300698,2459199.050071,2019-02-08 16:19:52,2021-12-07 16:02:02,78.447702,7.055842,10.6152,5747.3,0.85,0
421.01,94986319,CP,16.067522,2459195.308114,2019-05-17 18:40:33,2025-11-16 12:03:17,81.853282,-14.27674,9.2711,5718.0,0.860124,1
421.02,94986319,CP,5.1976858,2458441.280669,2021-10-21 22:08:38,2022-01-12 12:02:22,81.853282,-14.27674,9.2711,5718.0,0.860124,1
424.01,117979694,FP,1.9784257,2459199.447226,2019-02-08 16:19:52,2025-01-14 16:02:02,71.921274,-17.745004,10.5094,5059.0,0.75,0
425.01,169532369,FP,3.60364,2458440.31143,2019-02-08 16:19:52,2021-12-07 16:02:02,78.098877,-13.605635,11.5781,6896.7,1.62,0
430.01,459942762,FP,0.58644,2458438.83761,2019-02-08 16:19:52,2021-12-07 16:02:02,60.278439,4.540868,8.2482,5997.7,1.0,0
431.01,31374837,CP,12.4610086,2458440.630295,2019-02-08 16:19:52,2024-04-25 10:08:01,83.26925,-26.72387,8.1705,4891.0,0.726632,1
431.02,31374837,CP,0.4900589,2458438.375965,2019-06-06 20:53:59,2024-04-25 10:08:01,83.26925,-26.72387,8.1705,4891.0,0.726632,1
432.01,38686737,FP,2.24704,2458439.97961,2019-02-08 16:19:52,2024-09-19 10:08:01,57.865664,-10.614078,12.6038,6846.0,1.2,0
433.01,188989177,FP,1.17409,2458438.29916,2019-02-08 16:19:52,2022-07-11 16:02:02,78.778396,-15.100464,9.1414,8242.0,3.67,0
436.01,44745077,FP,1.8756,2458411.70271,2019-01-31 16:53:30,2021-12-07 16:02:02,61.639511,-25.094117,13.0734,3549.7,,0
440.01,143350972,FP,1.0817,2458439.13519,2019-01-31 16:53:30,2021-12-07 16:02:02,82.245986,-17.429564,7.6818,5759.2,1.02,0
441.01,316916655,FP,2.87436,2458440.19448,2019-02-08 16:19:52,2021-12-07 16:02:02,74.472782,-13.703709,9.19901,6805.0,1.44,0
